movie_id,title,genre,language,duration,rating,release_date,description,theatre_name
MV_127,"Exactly turn traditional",Thriller,Malayalam,101,7.9,"2015-09-27 0:00:00","Attention apply when president big again third. Hospital eye their. Save less enter.
Certainly hospital give tend. Very even away cultural TV. Respond field girl argue black health.","Wave Cinemas"
MV_128,"Network from",Horror,Malayalam,164,3.4,"2010-04-04 0:00:00","Authority business ready sign. Same still perform play employee space.","Wave Cinemas"
MV_129,Can,Horror,Bengali,99,8.3,"2010-10-23 0:00:00","Thing kid six sport although particular.
Recent method goal find similar write.
Open relationship such available cost month. Enjoy yet item tax street. Book point wonder move any they information.","Wave Cinemas"
MV_130,"Police moment recently",Horror,Malayalam,123,3.1,"2009-04-11 0:00:00","Employee several seat sign tax travel.
Music soon police its guy short police. Leader case pay hair light. Record western appear whole.","Wave Cinemas"
MV_131,Idea,Drama,Bengali,121,6.8,"2016-04-03 0:00:00","Wrong really unit what imagine. View staff without term card learn. Reach avoid majority own consumer education.","Wave Cinemas"
MV_132,"Around sound",Thriller,Malayalam,169,5.6,"2001-03-22 0:00:00","First region go executive. Under evening agreement own. Walk gun here.
Good anything trade green. News big land the response game.","Wave Cinemas"
MV_133,"Information city whether",Drama,Bengali,180,5.9,"2005-01-09 0:00:00","Question have oil person nature cut. Behind power born allow above American season. Offer argue fish reduce size Republican role.","Wave Cinemas"
MV_134,"A really upon machine",Romance,Tamil,91,6.2,"2018-01-16 0:00:00","And history vote local animal. Real bit president father.
Management local none glass pretty five past. Personal half hair certainly. Analysis while Mrs identify goal trip.","Wave Cinemas"
MV_135,"Thought face",Horror,Malayalam,148,7.1,"2008-05-29 0:00:00","Never look participant process. Hour energy get produce adult expert interview.
Notice medical less million size. Well environmental compare history. Door mind information pay beyond yard story.","Wave Cinemas"
MV_136,"Talk per whether also",Horror,Telugu,92,6.6,"2018-11-23 0:00:00","Both seat show direction long. Activity skin discuss none. Natural song interview place decide small.","Wave Cinemas"
MV_137,"Alone full",Thriller,Tamil,136,3.7,"2005-12-03 0:00:00","Perform summer manager between story. Score perform show course popular would.
Accept me which staff hot. Number doctor establish simple help current TV chair.","Wave Cinemas"
MV_138,Idea,Sci-Fi,Tamil,178,4.8,"2014-08-07 0:00:00","Finish pattern window different manage. Yes city attention claim. Through couple fast oil center somebody.
If environment result hundred individual TV inside. Until rather foreign point sit.","Wave Cinemas"
MV_139,"After role sell",Horror,Telugu,126,6.1,"2003-01-22 0:00:00","Couple author rest anyone. Top off claim training couple movement thousand.
Fly once pay one. Avoid clearly for.","Wave Cinemas"
MV_140,"Call successful them",Thriller,Kannada,151,6.6,"2001-08-07 0:00:00","Care size learn half adult. Newspaper surface general feeling PM look probably.
Case race agency alone. Himself job never foreign method rather. Pick bring girl use citizen tonight.","Wave Cinemas"
MV_141,"Cup live member",Sci-Fi,Telugu,175,5.8,"2014-01-03 0:00:00","Theory there will experience. Civil tax catch wide through agent.
Phone traditional deep difficult one up. Sea something last push mouth left. Apply not sign trip bag theory recent.","Wave Cinemas"
